# output/output_voltage_566.csv run at 2019-09-30 09:26:00 GMT on 1884 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus769,242.081013,-0.508228,243.348847,3.665912,247.634206,1.575980
Bus770,241.566425,-0.505185,242.132625,3.668000,247.610352,1.575442
Bus771,241.661523,-0.505765,242.319393,3.667942,247.233861,1.576455
Bus772,241.658936,-0.505762,242.316042,3.667940,247.274690,1.576342
Bus773,241.818374,-0.506165,242.177619,3.668276,247.695508,1.575215
Bus774,241.654378,-0.506416,242.866275,3.666420,247.828242,1.575448
Bus775,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus776,242.617309,-0.509719,243.666548,3.666038,247.930204,1.574984
Bus777,241.682788,-0.507140,243.525258,3.665617,247.941736,1.575402
Bus778,242.084047,-0.508230,243.352746,3.665915,247.587490,1.576109
Bus779,241.530150,-0.504916,242.055299,3.668035,247.648165,1.575351
Bus780,241.664153,-0.505767,242.322799,3.667944,247.192366,1.576569
Bus781,241.659029,-0.505763,242.316163,3.667940,247.273236,1.576346
Bus782,241.818544,-0.506165,242.175565,3.668282,247.695637,1.575215
Bus783,241.646522,-0.506394,242.866764,3.666419,247.828865,1.575448
Bus784,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus785,242.621776,-0.509717,243.612088,3.666191,247.933569,1.574981
Bus786,241.642046,-0.507025,243.527847,3.665615,247.945026,1.575404
Bus787,241.501818,-0.504706,241.994879,3.668063,247.677713,1.575280
Bus788,241.659129,-0.505763,242.316292,3.667940,247.271668,1.576350
Bus789,241.818671,-0.506164,242.174041,3.668286,247.695732,1.575215
Bus790,241.641303,-0.506379,242.867089,3.666419,247.829279,1.575448
Bus791,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus792,241.633929,-0.507002,243.528363,3.665614,247.945681,1.575404
Bus793,241.617886,-0.506956,243.529385,3.665613,247.946979,1.575405
Bus794,241.476220,-0.504516,241.940271,3.668088,247.704419,1.575215
Bus795,241.659219,-0.505763,242.316408,3.667940,247.270269,1.576354
Bus796,241.818880,-0.506164,242.171517,3.668293,247.695890,1.575215
Bus797,241.635991,-0.506364,242.867419,3.666419,247.829700,1.575449
Bus798,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus799,241.626850,-0.506982,243.528813,3.665614,247.946253,1.575405
Bus800,241.579228,-0.506847,243.531844,3.665611,247.950104,1.575407
Bus801,241.471292,-0.504502,241.940579,3.668087,247.704810,1.575216
Bus802,241.488041,-0.504494,241.909972,3.668156,247.704662,1.575170
Bus803,241.659318,-0.505763,242.316536,3.667940,247.268723,1.576358
Bus804,241.820333,-0.506163,242.153997,3.668343,247.696986,1.575214
Bus805,241.633452,-0.506357,242.867577,3.666419,247.829901,1.575449
Bus806,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus807,241.620996,-0.506965,243.529185,3.665614,247.946725,1.575405
Bus808,241.546202,-0.506753,243.533946,3.665610,247.952773,1.575409
Bus809,241.466352,-0.504488,241.940889,3.668087,247.705203,1.575216
Bus810,241.517108,-0.504445,241.854608,3.668302,247.703441,1.575052
Bus811,241.488041,-0.504494,241.909972,3.668156,247.704662,1.575170
Bus812,241.659381,-0.505763,242.316618,3.667940,247.267727,1.576361
Bus813,241.823543,-0.506162,242.115298,3.668453,247.699407,1.575212
Bus814,241.629412,-0.506346,242.867828,3.666418,247.830221,1.575449
Bus815,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus816,241.616444,-0.506952,243.529474,3.665613,247.947093,1.575405
Bus817,241.527511,-0.506700,243.535135,3.665609,247.954284,1.575410
Bus818,241.461401,-0.504474,241.941198,3.668087,247.705596,1.575216
Bus819,241.541480,-0.504404,241.808191,3.668424,247.702420,1.574954
Bus820,241.517108,-0.504445,241.854608,3.668302,247.703441,1.575052
Bus821,241.659479,-0.505763,242.316744,3.667940,247.266196,1.576365
Bus822,241.625620,-0.506335,242.868064,3.666418,247.830522,1.575449
Bus823,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus824,241.611813,-0.506939,243.529768,3.665613,247.947467,1.575405
Bus825,241.456481,-0.504460,241.941506,3.668087,247.705986,1.575216
Bus826,241.567679,-0.504360,241.758297,3.668555,247.701325,1.574849
Bus827,241.541480,-0.504404,241.808191,3.668424,247.702420,1.574954
Bus828,241.660284,-0.505764,242.317785,3.667941,247.253607,1.576400
Bus829,241.620202,-0.506319,242.868402,3.666418,247.830951,1.575449
Bus830,241.903603,-0.507363,243.029086,3.666224,247.815833,1.575424
Bus831,241.607795,-0.506928,243.530023,3.665613,247.947791,1.575406
Bus832,241.451543,-0.504446,241.941815,3.668086,247.706378,1.575217
Bus833,241.589190,-0.504323,241.717336,3.668663,247.700429,1.574762
Bus834,241.567679,-0.504360,241.758297,3.668555,247.701325,1.574849
Bus835,241.663058,-0.505766,242.321370,3.667943,247.210221,1.576520
Bus836,241.563011,-0.506158,242.871961,3.666415,247.835485,1.575452
Bus837,241.604909,-0.506920,243.530207,3.665613,247.948024,1.575406
Bus838,241.446607,-0.504432,241.942124,3.668086,247.706770,1.575217
Bus839,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus840,241.589190,-0.504323,241.717336,3.668663,247.700429,1.574762
Bus841,241.540138,-0.506093,242.873384,3.666414,247.837299,1.575453
Bus842,241.601559,-0.506910,243.530420,3.665613,247.948295,1.575406
Bus843,241.441669,-0.504418,241.942433,3.668086,247.707162,1.575217
Bus844,241.620415,-0.504282,241.550019,3.669134,247.707403,1.574671
Bus845,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus846,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus847,241.528523,-0.506060,242.874107,3.666413,247.838219,1.575454
Bus848,241.596512,-0.506896,243.530740,3.665612,247.948702,1.575406
Bus849,241.439258,-0.504411,241.942584,3.668086,247.707353,1.575217
Bus850,241.621604,-0.504281,241.531976,3.669186,247.708564,1.574671
Bus851,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus852,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus853,241.525953,-0.506053,242.874267,3.666413,247.838423,1.575454
Bus854,241.588265,-0.506872,243.531264,3.665612,247.949368,1.575407
Bus855,241.385083,-0.504257,241.945975,3.668083,247.711654,1.575220
Bus856,241.624954,-0.504280,241.481148,3.669332,247.711834,1.574672
Bus857,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus858,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus859,241.523929,-0.506047,242.874393,3.666413,247.838584,1.575454
Bus860,241.554990,-0.506778,243.533366,3.665610,247.952042,1.575408
Bus861,241.500678,-0.506624,243.536863,3.665607,247.956473,1.575411
Bus862,241.349857,-0.504158,241.948179,3.668081,247.714451,1.575222
Bus863,241.628889,-0.504279,241.421470,3.669505,247.715675,1.574674
Bus864,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus865,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus866,241.521761,-0.506041,242.874528,3.666413,247.838756,1.575454
Bus867,241.319051,-0.504070,241.950108,3.668079,247.716897,1.575223
Bus868,241.629399,-0.504279,241.413729,3.669527,247.716173,1.574674
Bus869,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus870,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus871,241.520026,-0.506036,242.874636,3.666413,247.838893,1.575454
Bus872,241.286739,-0.503979,241.952130,3.668078,247.719463,1.575225
Bus873,241.629720,-0.504279,241.408909,3.669541,247.716486,1.574674
Bus874,241.630113,-0.504279,241.402805,3.669558,247.716869,1.574674
Bus875,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus876,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus877,241.518341,-0.506031,242.874741,3.666412,247.839027,1.575454
Bus878,241.231571,-0.503822,241.955584,3.668075,247.723843,1.575228
Bus879,241.630017,-0.504279,241.404449,3.669554,247.716776,1.574674
Bus880,241.631783,-0.504278,241.377241,3.669632,247.718500,1.574674
Bus881,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus882,241.612285,-0.504284,241.673364,3.668779,247.699468,1.574669
Bus883,241.516661,-0.506026,242.874845,3.666412,247.839160,1.575455
Bus884,241.218040,-0.503784,241.956431,3.668074,247.724918,1.575228
Bus885,241.630468,-0.504279,241.397667,3.669573,247.717216,1.574674
Bus886,241.635745,-0.504277,241.316602,3.669807,247.722367,1.574675
Bus887,241.515000,-0.506022,242.874949,3.666412,247.839292,1.575455
Bus888,241.210578,-0.503763,241.956898,3.668074,247.725511,1.575229
Bus889,241.190447,-0.503711,241.958422,3.668081,247.725374,1.575227
Bus890,241.631038,-0.504279,241.389097,3.669598,247.717773,1.574674
Bus891,241.485304,-0.505937,242.876797,3.666411,247.841646,1.575456
Bus892,241.198325,-0.503728,241.957665,3.668073,247.726484,1.575229
Bus893,241.167045,-0.503649,241.960111,3.668087,247.725761,1.575225
Bus894,241.633259,-0.504278,241.355734,3.669694,247.719940,1.574675
Bus895,241.414234,-0.505736,242.881147,3.666407,247.847207,1.575460
Bus896,241.446848,-0.505828,242.879233,3.666409,247.844738,1.575458
Bus897,241.195902,-0.503721,241.957817,3.668073,247.726676,1.575229
Bus898,241.127713,-0.503545,241.962949,3.668097,247.726412,1.575223
Bus899,241.637292,-0.504277,241.295135,3.669870,247.723877,1.574676
Bus900,241.367041,-0.505602,242.884035,3.666405,247.850901,1.575462
Bus901,241.193855,-0.503715,241.957945,3.668073,247.726839,1.575229
Bus902,241.192130,-0.503710,241.958053,3.668073,247.726976,1.575230
Bus903,241.189887,-0.503704,241.958194,3.668073,247.727154,1.575230
Bus904,241.185825,-0.503692,241.958448,3.668072,247.727477,1.575230
Bus905,241.178784,-0.503672,241.958889,3.668072,247.728036,1.575230
Bus906,241.121113,-0.503509,241.962500,3.668069,247.732617,1.575233
SourceBus_1,6658.644213,-0.001241,6660.353751,4.187756,6660.691769,2.093035
LOAD1,249.094457,-0.525644,249.536492,3.661267,250.504048,1.568087
LOAD2,248.208722,-0.523597,248.636259,3.662159,250.057662,1.569084
LOAD3,249.088399,-0.525634,249.534534,3.661266,250.502170,1.568087
LOAD4,246.549661,-0.519803,247.380957,3.663078,249.337601,1.570974
LOAD5,246.549772,-0.519804,247.380907,3.663078,249.337549,1.570974
LOAD6,248.208404,-0.523597,248.634824,3.662162,250.057327,1.569084
LOAD7,245.678157,-0.517819,246.490738,3.664032,248.848983,1.572078
LOAD8,245.650045,-0.517859,246.515954,3.663873,248.715940,1.572301
LOAD9,245.605253,-0.517692,246.512614,3.663859,248.830605,1.572024
LOAD10,245.646304,-0.517844,246.382718,3.664122,248.808297,1.571990
LOAD11,245.646301,-0.517844,246.382723,3.664122,248.808295,1.571990
LOAD12,245.648015,-0.517860,246.513993,3.663872,248.710462,1.572309
LOAD13,245.082844,-0.516424,245.994902,3.664578,248.560379,1.572897
LOAD14,245.056461,-0.516243,246.115321,3.664313,248.621075,1.572921
LOAD15,245.085372,-0.516424,246.004822,3.664560,248.562997,1.572899
LOAD16,245.106428,-0.516496,246.129835,3.664377,248.382434,1.573378
LOAD17,245.108438,-0.516494,246.131446,3.664377,248.406545,1.573322
LOAD18,243.177492,-0.511600,244.568719,3.664648,248.121253,1.574663
LOAD19,243.767482,-0.513266,245.069514,3.664663,248.147692,1.574427
LOAD20,243.224985,-0.511820,244.747616,3.664592,248.209665,1.574435
LOAD21,243.837986,-0.513395,245.200834,3.664590,248.296013,1.574041
LOAD22,243.201773,-0.511762,244.746560,3.664590,248.209009,1.574435
LOAD23,243.069010,-0.511177,244.339394,3.664907,248.222160,1.574399
LOAD24,243.404862,-0.512374,244.731694,3.664925,247.961522,1.574883
LOAD25,242.015277,-0.507871,243.702208,3.664201,248.397735,1.574427
LOAD26,242.671382,-0.509938,243.795048,3.665805,247.928331,1.574940
LOAD27,243.236668,-0.511916,244.552124,3.665105,247.854716,1.575125
LOAD28,243.235197,-0.511919,244.551141,3.665106,247.826100,1.575194
LOAD29,241.947699,-0.507470,243.489158,3.664496,248.365397,1.574262
LOAD30,242.023275,-0.507891,243.702540,3.664202,248.397929,1.574427
LOAD31,241.950260,-0.507477,243.488977,3.664496,248.365172,1.574262
LOAD32,242.476978,-0.509410,243.707571,3.665676,247.812899,1.575342
LOAD33,242.211520,-0.507962,243.315679,3.665116,248.165255,1.574266
LOAD34,242.271426,-0.508692,243.896787,3.664224,248.373991,1.574461
LOAD35,242.231873,-0.507912,243.154805,3.665518,248.250426,1.573936
LOAD36,242.196419,-0.507905,243.120813,3.665539,248.284459,1.574010
LOAD37,242.196297,-0.507905,243.116036,3.665551,248.284261,1.574010
LOAD38,242.245103,-0.508731,243.444867,3.665890,247.896530,1.575298
LOAD39,242.075695,-0.508229,243.343552,3.665911,247.629365,1.575978
LOAD40,241.964975,-0.507682,243.032319,3.666356,247.808221,1.575411
LOAD41,241.824566,-0.506161,242.101148,3.668492,247.700147,1.575211
LOAD42,242.084047,-0.508230,243.352746,3.665915,247.587490,1.576109
LOAD43,241.664153,-0.505767,242.322799,3.667944,247.192366,1.576569
LOAD44,242.621776,-0.509717,243.612088,3.666191,247.933569,1.574981
LOAD45,241.823543,-0.506162,242.115298,3.668453,247.699407,1.575212
LOAD46,241.527511,-0.506700,243.535135,3.665609,247.954284,1.575410
LOAD47,241.663058,-0.505766,242.321370,3.667943,247.210221,1.576520
LOAD48,241.554990,-0.506778,243.533366,3.665610,247.952042,1.575408
LOAD49,241.500678,-0.506624,243.536863,3.665607,247.956473,1.575411
LOAD50,241.635745,-0.504277,241.316602,3.669807,247.722367,1.574675
LOAD51,241.446848,-0.505828,242.879233,3.666409,247.844738,1.575458
LOAD52,241.127713,-0.503545,241.962949,3.668097,247.726412,1.575223
LOAD53,241.637292,-0.504277,241.295135,3.669870,247.723877,1.574676
LOAD54,241.367041,-0.505602,242.884035,3.666405,247.850901,1.575462
LOAD55,241.121113,-0.503509,241.962500,3.668069,247.732617,1.575233
