# output/output_current_566.csv run at 2019-09-30 09:26:00 GMT on 1884 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE771,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE772,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE773,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE774,0.000000,2.562926,0.000000,0.553999,0.000000,0.655469
LINE775,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE776,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE777,0.671308,2.636995,0.667915,0.528185,11.881185,0.899271
LINE778,23.771832,-1.215339,23.768656,2.958105,2.625852,-1.562950
LINE779,0.672463,2.639411,0.670713,0.530177,12.174053,0.900482
LINE780,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE781,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE782,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE783,0.000000,2.221574,0.000000,0.872715,0.000000,-0.730594
LINE784,0.669936,2.635511,12.201328,2.989702,0.655995,-1.562942
LINE785,36.435330,-1.183609,2.002395,0.527874,1.967698,-1.562507
LINE786,23.771832,-1.215339,23.768656,2.958105,2.625852,-1.562950
LINE787,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE788,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE789,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE790,0.000000,1.568380,0.000000,0.261752,0.000000,0.375525
LINE791,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE792,12.133831,-1.183639,0.667465,0.527874,0.655899,-1.562507
LINE793,23.771832,-1.215339,23.768656,2.958105,2.625852,-1.562950
LINE794,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE795,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE796,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE797,0.000000,1.660174,0.000000,0.214396,0.000000,0.367575
LINE798,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE799,12.133831,-1.183639,0.667465,0.527874,0.655899,-1.562507
LINE800,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE801,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE802,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE803,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE804,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE805,0.000000,1.274952,0.000000,0.554168,0.000000,-0.291057
LINE806,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE807,12.133831,-1.183639,0.667465,0.527874,0.655899,-1.562507
LINE808,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE809,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE810,0.000000,4.474775,0.000000,4.474775,0.000000,0.968377
LINE811,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE812,0.672030,2.639024,12.075234,2.991421,0.656536,-1.562693
LINE813,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE814,0.000000,1.221380,0.000000,0.327796,0.000000,1.591720
LINE815,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE816,12.133831,-1.183639,0.667465,0.527874,0.655899,-1.562507
LINE817,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE818,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE819,0.000000,0.328844,0.000000,0.908621,0.000000,2.040665
LINE820,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE821,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE822,0.000000,-0.161557,0.000000,0.401054,0.000000,1.652731
LINE823,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE824,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE825,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE826,0.000000,0.928499,0.000000,0.928499,0.000000,1.500924
LINE827,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE828,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE829,0.000000,2.116055,0.000000,1.132688,0.000000,1.652874
LINE830,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE831,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE832,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE833,0.000000,-0.905419,0.000000,-0.905419,0.000000,1.802433
LINE834,0.672467,2.639412,0.670717,0.530176,12.074629,0.900166
LINE835,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE836,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE837,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE838,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE839,0.000000,3.424291,0.000000,0.313994,0.000000,4.567502
LINE840,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE841,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE842,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE843,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE844,0.000000,-0.569737,0.000000,0.742483,0.000000,0.753335
LINE845,0.000000,3.035683,0.000000,3.035683,0.000000,-0.277577
LINE846,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE847,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE848,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE849,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE850,0.000000,-0.504968,0.000000,0.457211,0.000000,0.718569
LINE851,0.000000,2.090048,0.000000,-0.309295,0.000000,-1.497194
LINE852,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE853,24.301499,-1.183594,1.334930,0.527874,1.311799,-1.562507
LINE854,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE855,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE856,0.000000,-0.483032,0.000000,0.311714,0.000000,0.851215
LINE857,0.000000,4.600009,0.000000,-0.231661,0.000000,1.233354
LINE858,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE859,12.219769,-1.183478,0.667470,0.527876,0.655905,-1.562508
LINE860,12.081730,-1.183711,0.667460,0.527873,0.655894,-1.562506
LINE861,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE862,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE863,0.000000,-0.416592,0.000000,0.624608,0.000000,1.000914
LINE864,0.000000,-0.847027,0.000000,3.451896,0.000000,4.191246
LINE865,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE866,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE867,1.345073,2.640874,24.799693,2.993578,1.312942,-1.563222
LINE868,0.000000,-0.259007,0.000000,0.475150,0.000000,0.958739
LINE869,0.000000,1.631359,0.000000,4.458672,0.000000,1.343527
LINE870,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE871,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE872,0.672534,2.640874,12.287655,2.993309,0.656469,-1.563222
LINE873,0.672539,2.640873,12.512039,2.993842,0.656473,-1.563222
LINE874,0.000000,0.024470,0.000000,0.325077,0.000000,0.562630
LINE875,0.000000,3.083076,0.000000,0.480897,0.000000,1.363468
LINE876,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE877,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE878,0.672534,2.640874,12.287655,2.993309,0.656469,-1.563222
LINE879,0.672539,2.640873,12.512039,2.993842,0.656473,-1.563222
LINE880,0.000000,1.601538,0.000000,1.499215,0.000000,-1.470276
LINE881,0.000000,0.893405,0.000000,2.388262,0.000000,4.639796
LINE882,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE883,24.803490,-1.179793,1.343384,0.530313,1.312910,-1.562679
LINE884,0.672534,2.640874,12.287655,2.993309,0.656469,-1.563222
LINE885,0.672539,2.640873,12.512039,2.993842,0.656473,-1.563222
LINE886,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE887,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE888,12.402671,-1.179809,0.671691,0.530327,0.656463,-1.562684
LINE889,0.672534,2.640874,12.287655,2.993309,0.656469,-1.563222
LINE890,24.846473,-1.181888,1.338403,0.528668,1.312303,-1.562449
LINE891,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE892,12.402671,-1.179809,0.671691,0.530327,0.656463,-1.562684
LINE893,0.672534,2.640874,12.287655,2.993309,0.656469,-1.563222
LINE894,12.625161,-1.181259,0.669195,0.528666,0.656143,-1.562447
LINE895,12.221317,-1.182537,0.669208,0.528670,0.656160,-1.562451
LINE896,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE897,12.402671,-1.179809,0.671691,0.530327,0.656463,-1.562684
LINE898,0.672534,2.640874,12.287655,2.993309,0.656469,-1.563222
LINE899,12.625161,-1.181259,0.669195,0.528666,0.656143,-1.562447
LINE900,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE901,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE902,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE903,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE904,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
LINE905,12.400819,-1.179778,0.671692,0.530299,0.656447,-1.562674
